0.0	Book Cover
（詩 13:1-2）	耶和華啊，你忘記我要到幾時呢？要到永遠嗎？ 你掩面不顧我要到幾時呢？我心裏籌算，終日愁苦，要到幾時呢？ 我的仇敵升高壓制我，要到幾時呢？
（詩 79:11）	願被囚之人的歎息達到你面前； 願你按你的大能力存留那些將要死的人。
（伯 7:20-21）	鑒察人的主啊，我若有罪，於你何妨？ 為何以我當你的箭靶子， 使我厭棄自己的性命？為何不赦免我的過犯， 除掉我的罪孽？ 我現今要躺臥在塵土中； 你要殷勤地尋找我，我卻不在了。
（伯 10:2-3）	對上帝說：不要定我有罪， 要指示我，你為何與我爭辯？你手所造的， 你又欺壓，又藐視， 卻光照惡人的計謀。 這事你以為美嗎？
（伯 10:20）	〔20～21〕
（伯 13:20-26）	惟有兩件不要向我施行， 我就不躲開你的面：就是把你的手縮回，遠離我身； 又不使你的驚惶威嚇我。這樣，你呼叫，我就回答； 或是讓我說話，你回答我。我的罪孽和罪過有多少呢？ 求你叫我知道我的過犯與罪愆。你為何掩面、 拿我當仇敵呢？你要驚動被風吹的葉子嗎？ 要追趕枯乾的碎詡嗎？你按罪狀刑罰我， 又使我擔當幼年的罪孽；
（伯 23:3-4）	惟願我能知道在哪裏可以尋見上帝， 能到他的臺前，我就在他面前將我的案件陳明， 滿口辯白。
（伯 30:20-21）	〔主啊〕，我呼求你，你不應允我； 我站起來，你就定睛看我。你向我變心，待我殘忍， 又用大能追逼我，
（民 11:11-12）	摩西對耶和華說：「你為何苦待僕人？我為何不在你眼前蒙恩，竟把這管理百姓的重任加在我身上呢？這百姓豈是我懷的胎，豈是我生下來的呢？你竟對我說：『把他們抱在懷裏，如養育之父抱吃奶的孩子，直抱到你起誓應許給他們祖宗的地去。』
（民 11:14-15）	管理這百姓的責任太重了，我獨自擔當不起。你這樣待我，我若在你眼前蒙恩，求你立時將我殺了，不叫我見自己的苦情。」
（賽 64:11-12）	我們聖潔華美的殿－ 就是我們列祖讚美你的所在被火焚燒； 我們所羨慕的美地盡都荒廢。耶和華啊，有這些事，你還忍得住嗎？ 你仍靜默使我們深受苦難嗎？
（耶 12:1）	耶和華啊，我與你爭辯的時候， 你顯為義； 但有一件，我還要與你理論： 惡人的道路為何亨通呢？ 大行詭詐的為何得安逸呢？
（耶 15:18）	我的痛苦為何長久不止呢？ 我的傷痕為何無法醫治、不能痊癒呢？ 難道你待我有詭詐，像流乾的河道嗎？
（伯 14:13）	惟願你把我藏在陰間， 存於隱密處，等你的忿怒過去； 願你為我定了日期，記念我。
（哀 3:42-45）	我們犯罪背逆， 你並不赦免。你自被怒氣遮蔽，追趕我們； 你施行殺戮，並不顧惜。你以黑雲遮蔽自己， 以致禱告不得透入。你使我們在萬民中成為污穢和渣滓。
（哀 5:21）	耶和華啊，求你使我們向你回轉， 我們便得回轉。 求你復新我們的日子，像古時一樣。
（哈 1:13）	你眼目清潔， 不看邪僻，不看奸惡； 行詭詐的，你為何看着不理呢？ 惡人吞滅比自己公義的， 你為何靜默不語呢？
4.17.{5}	Faith Affirmations
（詩 42:5）	我的心哪，你為何憂悶？ 為何在我裏面煩躁？ 應當仰望上帝，因他笑臉幫助我； 我還要稱讚他。
（詩 43:4）	我就走到上帝的祭壇， 到我最喜樂的上帝那裏。 上帝啊，我的上帝， 我要彈琴稱讚你！
（彌 7:8-9）	我的仇敵啊，不要向我誇耀。 我雖跌倒，卻要起來； 我雖坐在黑暗裏， 耶和華卻作我的光。我要忍受耶和華的惱怒； 因我得罪了他， 直等他為我辨屈，為我伸冤。 他必領我到光明中； 我必得見他的公義。
（詩 35:9-10）	我的心必靠耶和華快樂， 靠他的救恩高興。我的骨頭都要說： 耶和華啊，誰能像你 救護困苦人脫離那比他強壯的， 救護困苦窮乏人脫離那搶奪他的？
（伯 23:8-10）	只是，我往前行，他不〔在那裏〕， 往後退，也不能見他。他在左邊行事，我卻不能看見， 在右邊隱藏，我也不能見他。然而他知道我所行的路； 他試煉我之後，我必如精金。
（伯 13:15）	他必殺我；我雖無指望， 然而我在他面前還要辯明我所行的。
（詩 62:5）	我的心哪，你當默默無聲，專等候上帝， 因為我的盼望是從他〔而來〕。
4.18.{3}	Promises to Those Who are Afflicted
（伯 36:15-16）	上帝藉着困苦救拔困苦人， 趁他們受欺壓開通他們的耳朵。上帝也必引你出離患難， 進入寬闊不狹窄之地； 擺在你席上的必滿有肥甘。
（詩 9:12）	因為那追討流人血之罪的－他記念受屈的人， 不忘記困苦人的哀求。
（詩 34:18-19）	耶和華靠近傷心的人， 拯救靈性痛悔的人。義人多有苦難， 但耶和華救他脫離這一切，
（賽 14:32）	可怎樣回答外邦〔註：或指非利士〕的使者呢？ 必說：耶和華建立了錫安； 他百姓中的困苦人必投奔在其中。
（賽 30:26）	當耶和華纏裹他百姓的損處，醫治他民鞭傷的日子，月光必像日光，日光必加七倍，像七日的光一樣。
（賽 30:29）	你們必唱歌，像守聖節的夜間一樣，並且心中喜樂，像人吹笛，上耶和華的山，到以色列的磐石那裏。
（哀 3:31-33）	因為主必不永遠丟棄人。主雖使人憂愁， 還要照他諸般的慈愛發憐憫。因他並不甘心使人受苦， 使人憂愁。
（鴻 1:12）	耶和華如此說： 尼尼微雖然勢力充足，人數繁多， 也被剪除，歸於無有。 猶大啊，我雖然使你受苦， 卻不再使你受苦。
（約 15:2）	凡屬我不結果子的枝子，他就剪去；凡結果子的，他就修理乾淨，使枝子結果子更多。
（林後 4:16-17）	所以，我們不喪膽。外體雖然毀壞，內心卻一天新似一天。我們這至暫至輕的苦楚，要為我們成就極重無比、永遠的榮耀。
（來 12:11）	凡管教的事，當時不覺得快樂，反覺得愁苦；後來卻為那經練過的人結出平安的果子，就是義。
（雅 1:12）	忍受試探的人是有福的，因為他經過試驗以後，必得生命的冠冕；這是〔主〕應許給那些愛他之人的。
（彼前 5:10）	那賜諸般恩典的上帝曾在基督裏召你們，得享他永遠的榮耀，等你們暫受苦難之後，必要親自成全你們，堅固你們，賜力量給你們。
（詩 37:39）	但義人得救是由於耶和華； 他在患難時作他們的營寨。
（詩 46:1-2）	上帝是我們的避難所，是我們的力量， 是〔我們〕在患難中隨時的幫助。所以，地雖改變， 山雖搖動到海心，
（詩 66:12）	你使人坐車軋我們的頭； 我們經過水火， 你卻使我們到豐富之地。
（約 16:33）	我將這些事告訴你們，是要叫你們在我裏面有平安。在世上，你們有苦難；但你們可以放心，我已經勝了世界。」
（詩 84:5-7）	靠你有力量、心中想往錫安大道的， 這人便為有福！他們經過「流淚谷」，叫這谷變為泉源之地； 並有秋雨之福蓋滿了全谷。他們行走，力上加力， 各人到錫安朝見上帝。
（林後 1:10）	他曾救我們脫離那極大的死亡，現在仍要救我們，並且我們指望他將來還要救我們。
4.18.{4}	Prayers When Troubled and Afflicted
（詩 10:12）	耶和華啊，求你起來！ 上帝啊，求你舉手，不要忘記困苦人！
（詩 6:2）	耶和華啊，求你可憐我，因為我軟弱。 耶和華啊，求你醫治我，因為我的骨頭發戰。
（詩 22:11）	求你不要遠離我！ 因為急難臨近了，沒有人幫助我。
（詩 22:19）	耶和華啊，求你不要遠離我！ 我的救主啊，求你快來幫助我！
（詩 25:17）	我心裏的愁苦甚多， 求你救我脫離我的禍患。
（詩 31:9）	耶和華啊，求你憐恤我， 因為我在急難之中； 我的眼睛因憂愁而乾癟， 連我的身心也不安舒。
（詩 38:9）	主啊，我的心願都在你面前； 我的歎息不向你隱瞞。
（詩 39:12）	耶和華啊，求你聽我的禱告， 留心聽我的呼求！ 我流淚，求你不要靜默無聲！ 因為我在你面前是客旅， 是寄居的，像我列祖一般。
（詩 69:29）	但我是困苦憂傷的； 上帝啊，願你的救恩將我安置在高處。
（詩 88:1-3）	耶和華－拯救我的上帝啊， 我晝夜在你面前呼籲。願我的禱告達到你面前； 求你側耳聽我的呼求！因為我心裏滿了患難； 我的性命臨近陰間。
（詩 88:7-8）	你的忿怒重壓我身； 你用一切的波浪困住我。（細拉）你把我所認識的隔在遠處， 使我為他們所憎惡； 我被拘困，不得出來。
（詩 88:13-14）	耶和華啊，我呼求你； 我早晨的禱告要達到你面前。耶和華啊，你為何丟棄我？ 為何掩面不顧我？
（詩 90:13-15）	耶和華啊，我們要等到幾時呢？ 求你轉回，為你的僕人後悔。求你使我們早早飽得你的慈愛， 好叫我們一生一世歡呼喜樂。求你照着你使我們受苦的日子， 和我們遭難的年歲，叫我們喜樂。
（詩 119:107）	我甚是受苦； 耶和華啊，求你照你的話將我救活！
（詩 119:153）	求你看顧我的苦難，搭救我， 因我不忘記你的律法。
（詩 143:11）	耶和華啊，求你為你的名將我救活， 憑你的公義，將我從患難中領出來，
（賽 38:14）	我像燕子呢喃， 像白鶴鳴叫， 又像鴿子哀鳴； 我因仰觀，眼睛困倦。 耶和華啊，我受欺壓， 求你為我作保。
（賽 38:16-17）	主啊，人得存活乃在乎此。 我靈存活也全在此。 所以求你使我痊癒，仍然存活。看哪，我受大苦，本為使我得平安； 你因愛我的靈魂〔註：或譯：生命〕便救我脫離敗壞的坑， 因為你將我一切的罪扔在你的背後。
（耶 20:7-8）	耶和華啊，你曾勸導我， 我也聽了你的勸導。 你比我有力量，且勝了我。 我終日成為笑話， 人人都戲弄我。我每逢講論的時候，就發出哀聲， 我喊叫說：有強暴和毀滅！ 因為耶和華的話終日成了我的凌辱、譏刺。
（哀 3:19）	〔耶和華啊〕，求你記念我 如茵蔯和苦膽的困苦窘迫。
（哀 3:55-57）	耶和華啊， 我從深牢中求告你的名。你曾聽見我的聲音； 我求你解救， 你不要掩耳不聽。我求告你的日子，你臨近我， 說：不要懼怕！
（詩 39:4）	耶和華啊，求你叫我曉得我身之終！ 我的壽數幾何？ 叫我知道我的生命不長！
4.18.{5}	Faith Affirmations
（詩 116:8）	主啊，你救我的命免了死亡， 救我的眼免了流淚， 救我的腳免了跌倒。
（詩 10:17）	耶和華啊，謙卑人的心願， 你早已知道〔註：原文是聽見〕。 你必預備他們的心， 也必側耳聽他們〔的祈求〕，
（詩 77:2）	我在患難之日尋求主； 我在夜間不住地舉手禱告； 我的心不肯受安慰。
（詩 66:11-12）	你使我們進入網羅， 把重擔放在我們的身上。你使人坐車軋我們的頭； 我們經過水火， 你卻使我們到豐富之地。
（伯 1:21）	說：「我赤身出於母胎，也必赤身歸回；賞賜的是耶和華，收取的也是耶和華。耶和華的名是應當稱頌的。」
（詩 62:1-2）	我的心默默無聲，專等候上帝； 我的救恩是從他〔而來〕。惟獨他是我的磐石，我的拯救； 他是我的高臺，我必不很動搖。
（詩 119:75）	耶和華啊，我知道你的判語是公義的； 你使我受苦是以誠實待我。
（詩 31:7）	我要為你的慈愛高興歡喜； 因為你見過我的困苦，知道我心中的艱難。
（哈 3:17-18）	雖然無花果樹不發旺， 葡萄樹不結果， 橄欖樹也不效力， 田地不出糧食， 圈中絕了羊， 棚內也沒有牛；然而，我要因耶和華歡欣， 因救我的上帝喜樂。
4.19.{3}	Promises to Those Who are Anxious and Afraid
（創 15:1）	這事以後，耶和華在異象中有話對亞伯蘭說：「亞伯蘭，你不要懼怕！我是你的盾牌，必大大地賞賜你。」
