（赛 64:7）	并且无人求告你的名； 无人奋力抓住你。 原来你掩面不顾我们， 使我们因罪孽消化。
（诗 119:29）	求你使我离开奸诈的道， 开恩将你的律法赐给我！
（诗 139:23-24）	上帝啊，求你鉴察我，知道我的心思， 试炼我，知道我的意念，看在我里面有什么恶行没有， 引导我走永生的道路。
（诗 19:14）	耶和华－我的磐石，我的救赎主啊， 愿我口中的言语、心里的意念在你面前蒙悦纳。
（诗 101:3）	邪僻的事，我都不摆在我眼前； 悖逆人所做的事，我甚恨恶， 不容沾在我身上。
（诗 101:4）	弯曲的心思，我必远离； 一切的恶人〔注：或译：恶事〕，我不认识。
（诗 39:1）	我曾说：我要谨慎我的言行， 免得我舌头犯罪； 恶人在我面前的时候， 我要用嚼环勒住我的口。
（诗 101:2）	我要用智慧行完全的道。 你几时到我这里来呢？ 我要存完全的心行在我家中。
（诗 119:11）	我将你的话藏在心里， 免得我得罪你。
（诗 51:13）	我就把你的道指教有过犯的人， 罪人必归顺你。
（代下 16:9）	耶和华的眼目遍察全地，要显大能帮助向他心存诚实的人。你这事行得愚昧；此后，你必有争战的事。」
（诗 55:22）	你要把你的重担卸给耶和华， 他必抚养你； 他永不叫义人动摇。
（诗 68:35）	上帝啊，你从圣所显为可畏； 以色列的上帝是那将力量权能赐给他百姓的。 上帝是应当称颂的！
（诗 80:18）	这样，我们便不退后离开你； 求你救活我们，我们就要求告你的名。
（诗 118:14）	耶和华是我的力量，是我的诗歌； 他也成了我的拯救。
（诗 138:3）	我呼求的日子，你就应允我， 鼓励我，使我心里有能力。
（赛 28:5-6）	到那日，万军之耶和华 必作他余剩之民的荣冠华冕，也作了在位上行审判者公平之灵， 并城门口打退仇敌者的力量。
（耶 31:25）	疲乏的人，我使他饱饫；愁烦的人，我使他知足。」
（亚 4:6）	他对我说：「这是耶和华指示所罗巴伯的。万军之耶和华说：不是倚靠势力，不是倚靠才能，乃是倚靠我的灵〔方能成事〕。
（亚 10:12）	我必使他们倚靠我，得以坚固； 一举一动必奉我的名。 这是耶和华说的。
（罗 8:37）	然而，靠着爱我们的〔主〕，在这一切的事上已经得胜有余了。
（罗 14:4）	你是谁，竟论断别人的仆人呢？他或站住或跌倒，自有他的主人在；而且他也必要站住，因为主能使他站住。
（罗 16:25）	惟有上帝能照我所传的福音和所讲的耶稣基督，并照永古隐藏不言的奥祕，坚固你们的心。
（林后 4:7）	我们有这宝贝放在瓦器里，要显明这莫大的能力是出于上帝，不是出于我们。
（林后 12:9）	他对我说：「我的恩典够你用的，因为我的能力是在人的软弱上显得完全。」所以，我更喜欢夸自己的软弱，好叫基督的能力覆庇我。
（腓 2:12-13）	这样看来，我亲爱的〔弟兄〕，你们既是常顺服的，不但我在你们那里，就是我如今不在你们那里，更是顺服的，就当恐惧战兢做成你们得救的工夫。因为你们立志行事都是上帝在你们心里运行，为要成就他的美意。
（西 1:29）	我也为此劳苦，照着他在我里面运用的大能尽心竭力。
（出 31:3）	我也以我的灵充满了他，使他有智慧，有聪明，有知识，能做各样的工，
（提后 4:17）	惟有主站在我旁边，加给我力量，使福音被我尽都传明，叫外邦人都听见；我也从狮子口里被救出来。
（犹 1:24）	那能保守你们不失脚、叫你们无瑕无疵、欢欢喜喜站在他荣耀之前的我们的救主－独一的上帝，
（申 32:36）	耶和华见他百姓毫无能力， 无论困住的、自由的都没有〔剩下〕， 就必为他们伸冤， 为他的仆人后悔。
（撒上 14:6）	约拿单对拿兵器的少年人说：「我们不如过到未受割礼人的防营那里去，或者耶和华为我们施展能力；因为耶和华使人得胜，不在乎人多人少。」
（撒下 22:18-19）	他救我脱离我的劲敌和那些恨我的人， 因为他们比我强盛。我遭遇灾难的日子，他们来攻击我； 但耶和华是我的倚靠。
（诗 10:14）	〔其实〕你已经观看； 因为奸恶毒害，你都看见了， 为要以手施行报应。 无倚无靠的人把〔自己〕交讬你； 你向来是帮助孤儿的。
（诗 103:14）	因为他知道我们的本体， 思念我们不过是尘土。
（赛 40:28-31）	你岂不曾知道吗？ 你岂不曾听见吗？ 永在的上帝耶和华，创造地极的〔主〕， 并不疲乏，也不困倦； 他的智慧无法测度。疲乏的，他赐能力； 软弱的，他加力量。就是少年人也要疲乏困倦； 强壮的也必全然跌倒。但那等候耶和华的必重新得力。 他们必如鹰展翅上腾； 他们奔跑却不困倦， 行走却不疲乏。
（诗 111:6）	他向百姓显出大能的作为， 把外邦的地赐给他们为业。
（诗 61:1-2）	上帝啊，求你听我的呼求， 侧耳听我的祷告！我心里发昏的时候， 我要从地极求告你。 求你领我到那比我更高的磐石！
（诗 86:16）	求你向我转脸，怜恤我， 将你的力量赐给仆人，救你婢女的儿子。
（诗 119:28）	我的心因愁苦而消化； 求你照你的话使我坚立！
（诗 51:12）	求你使我仍得救恩之乐， 赐我乐意的灵扶持我，
（诗 51:15）	主啊，求你使我嘴唇张开， 我的口便传扬赞美你的话！
（诗 119:36-37）	求你使我的心趋向你的法度， 不趋向非义之财。求你叫我转眼不看虚假， 又叫我在你的道中生活。
（徒 4:29-30）	〔29～30〕他们恐吓我们，现在求主鉴察，一面叫你仆人大放胆量讲你的道，一面伸出你的手来医治疾病，并且使神迹奇事因着你圣仆〔注：仆：或译子〕耶稣的名行出来。」
（诗 119:112）	我的心专向你的律例， 永远遵行，一直到底。
（诗 73:25-26）	除你以外，在天上我有谁呢？ 除你以外，在地上我也没有所爱慕的。我的肉体和我的心肠衰残； 但上帝是我心里的力量， 又是我的福分，直到永远。
（林后 11:30）	我若必须自夸，就夸那关乎我软弱的事便了。
（林后 12:10）	我为基督的缘故，就以软弱、凌辱、急难、逼迫、困苦为可喜乐的；因我什么时候软弱，什么时候就刚强了。
（腓 4:13）	我靠着那加给我力量的，凡事都能做。
（诗 59:16）	但我要歌颂你的力量， 早晨要高唱你的慈爱； 因为你作过我的高台， 在我急难的日子作过我的避难所。
（诗 59:17）	我的力量啊，我要歌颂你； 因为上帝是我的高台， 是赐恩与我的上帝。
（伯 12:22）	他将深奥的事从黑暗中彰显， 使死荫显为光明。
（诗 18:28）	你必点着我的灯； 耶和华－我的上帝必照明我的黑暗。
（诗 107:14）	他从黑暗中和死荫里领他们出来， 折断他们的绑索。
（诗 112:4）	正直人在黑暗中，有光向他发现； 他有恩惠，有怜悯，有公义。
（赛 58:10）	你心若向饥饿的人发怜悯， 使困苦的人得满足， 你的光就必在黑暗中发现； 你的幽暗必变如正午。
（路 1:78-79）	因我们上帝怜悯的心肠， 叫清晨的日光从高天临到我们，要照亮坐在黑暗中死荫里的人， 把我们的脚引到平安的路上。
（约 12:46）	我到世上来，乃是光，叫凡信我的，不住在黑暗里。
（伯 8:21）	他还要以喜笑充满你的口， 以欢呼充满你的嘴。
（伯 35:10）	却无人说：造我的上帝在哪里？ 他使人夜间歌唱，
（诗 16:10-11）	因为你必不将我的灵魂撇在阴间， 也不叫你的圣者见朽坏。你必将生命的道路指示我。 在你面前有满足的喜乐； 在你右手中有永远的福乐。
（诗 19:8）	耶和华的训词正直，能快活人的心； 耶和华的命令清洁，能明亮人的眼目。
（诗 30:5）	因为，他的怒气不过是转眼之间； 他的恩典乃是一生之久。 一宿虽然有哭泣， 早晨便必欢呼。
（诗 30:11）	你已将我的哀哭变为跳舞， 将我的麻衣脱去，给我披上喜乐，
（诗 40:3）	他使我口唱新歌， 就是赞美我们上帝的话。 许多人必看见而惧怕， 并要倚靠耶和华。
（诗 65:8）	住在地极的人因你的神迹惧怕； 你使日出日落之地都欢呼。
（诗 97:11）	散布亮光是为义人； 预备喜乐是为正直人。
（赛 61:7）	你们〔必得〕加倍〔的好处〕，代替所受的羞辱； 分中所得的喜乐，必代替所受的凌辱。 在境内必得加倍〔的产业〕； 永远之乐必归与你们〔注：原文是他们〕。
（耶 31:12）	他们要来到锡安的高处歌唱， 又流归耶和华施恩〔之地〕， 就是有五谷、新酒，和油， 并羊羔、牛犊〔之地〕。 他们的心必像浇灌的园子； 他们也不再有一点愁烦。
（耶 31:13-14）	那时，处女必欢乐跳舞； 年少的、年老的，也必一同欢乐； 因为我要使他们的悲哀变为欢喜， 并要安慰他们，使他们的愁烦转为快乐。我必以肥油使祭司的心满足； 我的百姓也要因我的恩惠知足。 这是耶和华说的。
（约 15:10-11）	你们若遵守我的命令，就常在我的爱里，正如我遵守了我父的命令，常在他的爱里。「这些事我已经对你们说了，是要叫我的喜乐存在你们心里，并叫你们的喜乐可以满足。
（诗 13:3）	耶和华－我的上帝啊，求你看顾我，应允我！ 使我眼目光明，免得我沉睡至死；
（哈 1:2）	他说：耶和华啊！我呼求你， 你不应允，要到几时呢？ 我因强暴哀求你，你还不拯救。
（诗 10:1）	耶和华啊，你为什么站在远处？ 在患难的时候为什么隐藏？
（诗 13:1-2）	耶和华啊，你忘记我要到几时呢？要到永远吗？ 你掩面不顾我要到几时呢？我心里筹算，终日愁苦，要到几时呢？ 我的仇敌升高压制我，要到几时呢？
（诗 79:11）	愿被囚之人的叹息达到你面前； 愿你按你的大能力存留那些将要死的人。
（伯 7:20-21）	鉴察人的主啊，我若有罪，于你何妨？ 为何以我当你的箭靶子， 使我厌弃自己的性命？为何不赦免我的过犯， 除掉我的罪孽？ 我现今要躺卧在尘土中； 你要殷勤地寻找我，我却不在了。
（伯 10:2-3）	对上帝说：不要定我有罪， 要指示我，你为何与我争辩？你手所造的， 你又欺压，又藐视， 却光照恶人的计谋。 这事你以为美吗？
（伯 10:20）	〔20～21〕
（伯 13:20-26）	惟有两件不要向我施行， 我就不躲开你的面：就是把你的手缩回，远离我身； 又不使你的惊惶威吓我。这样，你呼叫，我就回答； 或是让我说话，你回答我。我的罪孽和罪过有多少呢？ 求你叫我知道我的过犯与罪愆。你为何掩面、 拿我当仇敌呢？你要惊动被风吹的叶子吗？ 要追赶枯干的碎诩吗？你按罪状刑罚我， 又使我担当幼年的罪孽；
（伯 23:3-4）	惟愿我能知道在哪里可以寻见上帝， 能到他的台前，我就在他面前将我的案件陈明， 满口辩白。
（伯 30:20-21）	〔主啊〕，我呼求你，你不应允我； 我站起来，你就定睛看我。你向我变心，待我残忍， 又用大能追逼我，
